id Payment;id Agreement;Payment number;Scheduled payment date;Actual payment date;Scheduled payment amount;Actual payment amount
c0cfc15f-8225-ee11-8381-ba5c733cbf1f;2ecfc15f-8225-ee11-8381-ba5c733cbf1f;1;18.07.2022;18.07.2022;41900;41900
7ebf7fe2-46e7-ed11-a7c6-000d3aba33a3;2f907bdc-46e7-ed11-a7c6-000d3aba33a3;2;15.07.2022;20.07.2022;8200;8200
ba0cd992-e926-ee11-8381-ba5c733cbf1f;301ad98c-e926-ee11-8381-ba5c733cbf1f;1;20.07.2022;20.07.2022;45700;45700
3e86e48f-cf27-ee11-8381-ba5c733cbf1f;3039e783-cf27-ee11-8381-ba5c733cbf1f;1;21.07.2022;21.07.2022;45700;45700
c9c5827f-9e28-ee11-8381-ba5c733cbf1f;308b8979-9e28-ee11-8381-ba5c733cbf1f;1;22.07.2022;22.07.2022;28000;28000
039fd940-6ca1-ed11-aad1-000d3aba1742;309ed940-6ca1-ed11-aad1-000d3aba1742;2;15.07.2022;14.07.2022;2625;2625
9caa40c7-c218-ee11-8f6d-000d3aba3c86;30aa40c7-c218-ee11-8f6d-000d3aba3c86;1;02.07.2022;02.07.2022;7200;7200
f18dc471-8225-ee11-8381-ba5c733cbf1f;30f7c76b-8225-ee11-8381-ba5c733cbf1f;1;18.07.2022;18.07.2022;41900;41900
53ed9564-9913-ee11-8f6d-000d3ab699fb;31399b5e-9913-ee11-8f6d-000d3ab699fb;2;15.07.2022;15.07.2022;6100;6100
4d35795c-0d1f-ee11-8381-cf5704729b95;31807256-0d1f-ee11-8381-cf5704729b95;1;10.07.2022;11.07.2022;4000;4000
9cdfc4c1-cf1f-ee11-8381-cf5704729b95;3186bfbb-cf1f-ee11-8381-cf5704729b95;1;11.07.2022;11.07.2022;4400;4400
71b5a27f-1ece-ed11-b597-000d3ab790d2;31b79979-1ece-ed11-b597-000d3ab790d2;2;15.07.2022;14.07.2022;6270;6270
9fdc6bae-f418-ee11-8f6d-0022489f3c43;31dc6bae-f418-ee11-8f6d-0022489f3c43;1;02.07.2022;;6000;
2b5c0b72-f618-ee11-8f6d-000d3aba31a6;31dc6bae-f418-ee11-8f6d-0022489f3c43;1;02.07.2022;02.07.2022;6000;6000
48ee9903-f5f7-ed11-8849-000d3aba31a6;32a0a1fd-f4f7-ed11-8849-000d3aba31a6;2;15.07.2022;13.07.2022;8000;8000
a7f557dd-9eba-ed11-83ff-000d3ab7996e;32aa5fd7-9eba-ed11-83ff-000d3ab7996e;2;15.07.2022;15.07.2022;1868;1868
c0d1fe26-8824-ee11-8382-cbacdae109f5;3315336d-061f-ee11-8381-cf5704729b95;1;17.07.2022;17.07.2022;39500;39500
28863e73-061f-ee11-8381-cf5704729b95;3315336d-061f-ee11-8381-cf5704729b95;2;15.07.2022;;39500;
25542220-2226-ee11-8381-ba5c733cbf1f;3362221a-2226-ee11-8381-ba5c733cbf1f;1;19.07.2022;19.07.2022;3000;3000
068d946c-5db7-ed11-83ff-000d3ad8e94d;338c946c-5db7-ed11-83ff-000d3ad8e94d;2;15.07.2022;04.07.2022;5000;5000
637b6e7c-2117-ee11-8f6d-000d3aba3963;3399c29f-1261-ed11-9561-000d3aba1d28;2;07.07.2022;07.07.2022;45000;-45000
4e30402a-d8f4-ed11-8849-0022489f3c43;33a94024-d8f4-ed11-8849-0022489f3c43;1;18.07.2022;18.05.2022;3000;3000
5c30402a-d8f4-ed11-8849-0022489f3c43;33a94024-d8f4-ed11-8849-0022489f3c43;2;17.07.2022;05.06.2022;54500;54500
195c4ca6-32bc-ed11-83ff-0022489f3c43;33aa51a0-32bc-ed11-83ff-0022489f3c43;2;15.07.2022;16.07.2022;5300;5300
b6ea361f-b020-ee11-8380-f446b5162092;33ea361f-b020-ee11-8380-f446b5162092;1;12.07.2022;13.07.2022;57600;57600
58b7ad50-8119-ee11-8f6d-000d3ab790d2;346ab54a-8119-ee11-8f6d-000d3ab790d2;1;03.07.2022;03.07.2022;19500;19500
00efa516-c706-ee11-8f6e-000d3ab1f7e2;3508ad10-c706-ee11-8f6e-000d3ab1f7e2;2;15.07.2022;15.07.2022;10800;10800
94833e0a-e9e1-ed11-a7c6-000d3aba3138;35394604-e9e1-ed11-a7c6-000d3aba3138;2;15.07.2022;11.07.2022;6100;6100
a966f1c4-1120-ee11-8380-f446b5162092;3566f1c4-1120-ee11-8380-f446b5162092;1;07.07.2022;09.07.2022;28000;28000
15bc25d2-59d8-ed11-a7c7-000d3addca62;35aa28cc-59d8-ed11-a7c7-000d3addca62;2;15.07.2022;12.07.2022;3700;3700
c94f2492-1ece-ed11-b597-000d3ab790d2;35db248c-1ece-ed11-b597-000d3ab790d2;2;15.07.2022;14.07.2022;1868;1868
8bfd08a8-5cd8-ed11-a7c7-000d3ab6804f;35e90ba2-5cd8-ed11-a7c7-000d3ab6804f;2;15.07.2022;04.07.2022;6225;6225
b99de85e-3418-ee11-8f6d-000d3ab7d824;36fde158-3418-ee11-8f6d-000d3ab7d824;1;01.07.2022;03.07.2022;6000;6000
2d5e5b34-3b1e-ee11-8381-cf5704729b95;375d5b34-3b1e-ee11-8381-cf5704729b95;1;09.07.2022;09.07.2022;28000;28000
ed60c394-fdc6-ed11-b597-000d3ab7d13d;3760c394-fdc6-ed11-b597-000d3ab7d13d;2;15.07.2022;07.07.2022;2153;2153
de030706-2b1f-ee11-8381-cf5704729b95;376b0f00-2b1f-ee11-8381-cf5704729b95;1;10.07.2022;10.07.2022;26600;26600
5ecbac85-84c5-ed11-b597-000d3aba33a3;3770b47f-84c5-ed11-b597-000d3aba33a3;2;15.07.2022;17.07.2022;6270;6270
f78ca083-de27-ee11-8381-ba5c733cbf1f;3792a47d-de27-ee11-8381-ba5c733cbf1f;1;21.07.2022;22.07.2022;66200;66200
7add1784-6017-ee11-8f6d-000d3aba3c86;37b4077e-6017-ee11-8f6d-000d3aba3c86;1;02.07.2022;02.07.2022;66200;66200
7ccbd036-67f5-ed11-8849-000d3ab7889f;3857d130-67f5-ed11-8849-000d3ab7889f;2;15.07.2022;18.07.2022;2500;2500
63150a71-bb19-ee11-8f6d-000d3ab78055;38640f6b-bb19-ee11-8f6d-000d3ab78055;1;03.07.2022;03.07.2022;16000;16000
c1d586c4-4b16-ee11-8f6d-000d3addca62;38858ebe-4b16-ee11-8f6d-000d3addca62;2;22.07.2022;12.07.2022;56700;56700
af8db4b6-2c17-ee11-8f6d-000d3ad8e94d;388db4b6-2c17-ee11-8f6d-000d3ad8e94d;2;15.07.2022;16.07.2022;5900;5900
adbc4b30-d8f4-ed11-8849-0022489f3c43;38bc4b30-d8f4-ed11-8849-0022489f3c43;1;18.07.2022;18.05.2022;3000;3000
bbbc4b30-d8f4-ed11-8849-0022489f3c43;38bc4b30-d8f4-ed11-8849-0022489f3c43;2;17.07.2022;05.06.2022;98000;98000
234e7240-6516-ee11-8f6d-000d3ab7889f;38d9793a-6516-ee11-8f6d-000d3ab7889f;2;15.07.2022;18.07.2022;5800;5800
350d73ff-970e-ee11-8f6d-000d3aba1673;39116af9-970e-ee11-8f6d-000d3aba1673;2;15.07.2022;04.07.2022;6225;6225
81b99d4f-a3a0-ed11-aad1-000d3ab1f7e2;396d9949-a3a0-ed11-aad1-000d3ab1f7e2;2;15.07.2022;02.07.2022;6800;6800
3a76659e-17f3-ed11-8849-000d3aba1742;3975659e-17f3-ed11-8849-000d3aba1742;2;15.07.2022;07.07.2022;3000;3000
30ba47eb-93f8-ed11-8849-0022489f3c43;39b947eb-93f8-ed11-8849-0022489f3c43;2;15.07.2022;01.07.2022;2800;2800
adc70ea7-1120-ee11-8380-f446b5162092;39c70ea7-1120-ee11-8380-f446b5162092;1;05.07.2022;07.07.2022;4400;4400
34d381af-3b22-ee11-8382-cbacdae109f5;39f37ea9-3b22-ee11-8382-cbacdae109f5;1;14.07.2022;14.07.2022;19000;19000
bcf2e6a2-a228-ee11-8382-cbacdae109f5;3af2e6a2-a228-ee11-8382-cbacdae109f5;1;22.07.2022;22.07.2022;5000;5000
af043077-1120-ee11-8380-f446b5162092;3b043077-1120-ee11-8380-f446b5162092;0;05.07.2022;07.07.2022;1000;1000
9b7467b6-29bf-ed11-83ff-000d3ab1f7e2;3b216fb0-29bf-ed11-83ff-000d3ab1f7e2;2;15.07.2022;;4590;
af29c9ee-1120-ee11-8380-f446b5162092;3b29c9ee-1120-ee11-8380-f446b5162092;1;06.07.2022;06.07.2022;41100;41100
e6bf3b4a-39ce-ed11-b597-000d3aba3963;3bbf3b4a-39ce-ed11-b597-000d3aba3963;2;15.07.2022;08.07.2022;2625;2625
faebacb5-2ab5-ed11-83ff-000d3ab7996e;3bebacb5-2ab5-ed11-83ff-000d3ab7996e;2;15.07.2022;15.07.2022;3300;3300
7b7b4845-dffe-ed11-8f6e-000d3ab7996e;3bfc04f8-65fd-ed11-8f6e-000d3ab6d792;2;15.07.2022;15.07.2022;6500;6500
aa4f223f-6f28-ee11-8382-cbacdae109f5;3c4f223f-6f28-ee11-8382-cbacdae109f5;1;22.07.2022;22.07.2022;1000;1000
f4aec3c4-7828-ee11-8382-cbacdae109f5;3c4f223f-6f28-ee11-8382-cbacdae109f5;2;24.07.2022;24.07.2022;60500;60500
b5983f0d-5c17-ee11-8f6d-000d3ab7d13d;3c534707-5c17-ee11-8f6d-000d3ab7d13d;2;15.07.2022;02.07.2022;52161;52161
bf576f33-faf3-ed11-8849-000d3aba3dad;3c576f33-faf3-ed11-8849-000d3aba3dad;2;15.07.2022;12.07.2022;6675;6675
5ff61531-9cf5-ed11-8849-000d3ab7996e;3c971d2b-9cf5-ed11-8849-000d3ab7996e;2;15.07.2022;21.07.2022;6225;6225
0e630f0d-58f5-ed11-8849-000d3ab78251;3ca21407-58f5-ed11-8849-000d3ab78251;2;15.07.2022;12.07.2022;9900;9900
124fcd8f-56b0-ed11-83ff-000d3ab7996e;3ce1d489-56b0-ed11-83ff-000d3ab7996e;2;15.07.2022;03.07.2022;5625;5625
d1c414cc-bce2-ed11-a7c7-000d3aba1742;3dc414cc-bce2-ed11-a7c7-000d3aba1742;2;15.07.2022;12.07.2022;6225;6225
eed2a462-4b21-ee11-8380-f446b5162092;3dd2a462-4b21-ee11-8380-f446b5162092;1;13.07.2022;13.07.2022;3000;3000
46e887d0-46e7-ed11-a7c6-000d3aba33a3;3de787d0-46e7-ed11-a7c6-000d3aba33a3;2;15.07.2022;20.07.2022;8200;8200
b7f00084-1510-ee11-8f6c-000d3ab6804f;3df00084-1510-ee11-8f6c-000d3ab6804f;2;15.07.2022;16.07.2022;6225;6225
1b534707-5c17-ee11-8f6d-000d3ab7d13d;3f562101-5c17-ee11-8f6d-000d3ab7d13d;2;15.07.2022;02.07.2022;52161;52161
32670927-0df8-ed11-8849-000d3aba3dad;3f660927-0df8-ed11-8849-000d3aba3dad;1;22.07.2022;22.05.2022;3000;3000
48670927-0df8-ed11-8849-000d3aba3dad;3f660927-0df8-ed11-8849-000d3aba3dad;2;21.07.2022;07.07.2022;49800;49800
5507fce9-6625-ee11-8381-ba5c733cbf1f;3f660927-0df8-ed11-8849-000d3aba3dad;2;21.07.2022;21.07.2022;3000;-3000
8c55ac27-2a10-ee11-8f6d-000d3ab7996e;3f80aa21-2a10-ee11-8f6d-000d3ab7996e;1;03.07.2022;;6175;
9d55ac27-2a10-ee11-8f6d-000d3ab7996e;3f80aa21-2a10-ee11-8f6d-000d3ab7996e;2;15.07.2022;;6675;
f6cebfd1-d320-ee11-8381-cf5704729b95;3f80aa21-2a10-ee11-8f6d-000d3ab7996e;2;12.07.2022;12.07.2022;500;-500
e7f92e8e-25e8-ed11-a7c6-000d3ab790d2;40493488-25e8-ed11-a7c6-000d3ab790d2;2;15.07.2022;13.07.2022;7200;7200
56167b95-aada-ed11-a7c7-000d3aba1742;4053808f-aada-ed11-a7c7-000d3aba1742;2;15.07.2022;18.07.2022;6225;6225
f5bc96fe-f2b4-ed11-83ff-000d3ab88280;410f9cf8-f2b4-ed11-83ff-000d3ab88280;2;15.07.2022;15.07.2022;3300;3300
2fd2bdd7-23b1-ed11-83ff-000d3aba3963;411fc3d1-23b1-ed11-83ff-000d3aba3963;2;15.07.2022;10.07.2022;5300;5300
629fa1fd-f4f7-ed11-8849-000d3aba31a6;4252a9f7-f4f7-ed11-8849-000d3aba31a6;2;15.07.2022;13.07.2022;8000;8000
185bf943-d1c4-ed11-83ff-000d3ab1f7e2;425af943-d1c4-ed11-83ff-000d3ab1f7e2;2;15.07.2022;10.07.2022;4100;4100
d3b75480-7abe-ed11-8400-000d3ab7827c;426d5c7a-7abe-ed11-8400-000d3ab7827c;2;15.07.2022;10.07.2022;6270;6270
11d0db2d-ceaa-ed11-aacf-000d3ab78251;42cfdb2d-ceaa-ed11-aacf-000d3ab78251;2;15.07.2022;15.07.2022;5625;5625
89480ded-f409-ee11-8f6e-000d3ab79002;430315e7-f409-ee11-8f6e-000d3ab79002;2;15.07.2022;11.07.2022;7200;7200
2158664d-5417-ee11-8f6d-000d3ab88280;4357664d-5417-ee11-8f6d-000d3ab88280;2;15.07.2022;02.07.2022;52161;52161
b9ad7a39-faf3-ed11-8849-000d3aba3dad;43586f33-faf3-ed11-8849-000d3aba3dad;2;15.07.2022;12.07.2022;6675;6675
4e0ace88-fdc6-ed11-b597-000d3ab7d13d;43b4d582-fdc6-ed11-b597-000d3ab7d13d;2;15.07.2022;07.07.2022;2934;2934
02797653-5417-ee11-8f6d-000d3ab88280;4458664d-5417-ee11-8f6d-000d3ab88280;2;15.07.2022;02.07.2022;52161;52161
de78ebab-e11b-ee11-8380-f446b5162092;448a8e5c-7817-ee11-8f6d-000d3aba3dad;1;06.07.2022;06.07.2022;5000;5000
0ef58d62-7817-ee11-8f6d-000d3aba3dad;448a8e5c-7817-ee11-8f6d-000d3aba3dad;2;15.07.2022;;40194;
4fbc4245-6117-ee11-8f6d-000d3ab78251;453f9bc8-6017-ee11-8f6d-000d3ab78251;2;09.07.2022;08.07.2022;22900;22900
89d3daf0-4225-ee11-8381-ba5c733cbf1f;45613db4-8824-ee11-8381-ba5c733cbf1f;1;17.07.2022;18.07.2022;70900;70900
3e903cba-8824-ee11-8381-ba5c733cbf1f;45613db4-8824-ee11-8381-ba5c733cbf1f;2;17.07.2022;;70900;
3e872ce9-f0d2-ed11-a7c7-000d3ad8e94d;45752fe3-f0d2-ed11-a7c7-000d3ad8e94d;2;15.07.2022;15.07.2022;7800;7800
e1d977f6-8121-ee11-8381-ba5c733cbf1f;45b87bf0-8121-ee11-8381-ba5c733cbf1f;1;13.07.2022;13.07.2022;6000;6000
c742a0ee-eead-ed11-aad0-000d3ad8e94d;45bb8de8-eead-ed11-aad0-000d3ad8e94d;2;15.07.2022;17.07.2022;2700;2700
f735adc5-4d05-ee11-8f6e-000d3aba1673;4689b2bf-4d05-ee11-8f6e-000d3aba1673;2;15.07.2022;06.07.2022;1850;1850
9a2ba6a4-7328-ee11-8381-ba5c733cbf1f;46e2a99e-7328-ee11-8381-ba5c733cbf1f;1;22.07.2022;22.07.2022;28000;28000
0d692d6e-fbd2-ed11-a7c7-000d3ab7996e;46f82d68-fbd2-ed11-a7c7-000d3ab7996e;2;15.07.2022;04.07.2022;6270;6270
e4d62db6-9319-ee11-8f6d-000d3aba1673;4724851b-a6ff-ed11-8f6e-000d3aba33a3;2;15.07.2022;16.07.2022;6325;6325
fc4e9b81-9ff5-ed11-8849-000d3aba3963;474e9b81-9ff5-ed11-8849-000d3aba3963;1;19.07.2022;18.05.2022;3000;3000
0e4f9b81-9ff5-ed11-8849-000d3aba3963;474e9b81-9ff5-ed11-8849-000d3aba3963;2;18.07.2022;18.07.2022;49800;49800
748ba46d-a7f5-ed11-8849-000d3ab78251;478aa46d-a7f5-ed11-8849-000d3ab78251;2;15.07.2022;15.07.2022;16000;16000
d502936a-9913-ee11-8f6d-000d3ab699fb;47ee9564-9913-ee11-8f6d-000d3ab699fb;2;15.07.2022;15.07.2022;6100;6100
e9397231-7696-ed11-aad0-0022489f3c43;47f86d2b-7696-ed11-aad0-0022489f3c43;2;15.07.2022;10.07.2022;3000;3000
4a254d20-a7e5-ed11-a7c7-000d3ab7d824;49244d20-a7e5-ed11-a7c7-000d3ab7d824;2;15.07.2022;;6550;
a723205f-79f1-ed11-8849-000d3aba3963;49562853-79f1-ed11-8849-000d3aba3963;2;15.07.2022;02.07.2022;6041;6041
b77d83e7-0e18-ee11-8f6d-000d3ab7827c;497d83e7-0e18-ee11-8f6d-000d3ab7827c;1;01.07.2022;01.07.2022;11600;11600
08a708a4-f5a9-ed11-aad1-000d3ab7889f;49a608a4-f5a9-ed11-aad1-000d3ab7889f;2;15.07.2022;10.07.2022;2166;2166
0cf0f4d5-9a11-ee11-8f6d-000d3ab6d792;49eff4d5-9a11-ee11-8f6d-000d3ab6d792;2;15.07.2022;05.07.2022;4400;4400
303b8e99-fde0-ed11-a7c7-000d3ab1f7e2;49f18d93-fde0-ed11-a7c7-000d3ab1f7e2;2;15.07.2022;14.07.2022;5187;5187
cd0c91c9-7ff9-ed11-8849-000d3ab7d824;4a0c91c9-7ff9-ed11-8849-000d3ab7d824;2;15.07.2022;16.07.2022;4200;4200
2ee99475-8387-ed11-81ad-000d3ab7d13d;4a78956f-8387-ed11-81ad-000d3ab7d13d;2;15.07.2022;16.07.2022;5800;5800
43a5b6af-4fbb-ed11-83ff-000d3aba3963;4aa4b6af-4fbb-ed11-83ff-000d3aba3963;2;15.07.2022;;4505;
beba4059-1120-ee11-8380-f446b5162092;4aba4059-1120-ee11-8380-f446b5162092;1;07.07.2022;10.07.2022;6000;6000
73b51dd2-bce2-ed11-a7c7-000d3aba1742;4ac514cc-bce2-ed11-a7c7-000d3aba1742;2;15.07.2022;12.07.2022;6225;6225
cd12ac9f-db26-ee11-8382-cbacdae109f5;4b8fac99-db26-ee11-8382-cbacdae109f5;1;20.07.2022;21.07.2022;3000;3000
ab1bb919-cddd-ed11-a7c6-000d3aba31a6;4ba8b913-cddd-ed11-a7c6-000d3aba31a6;2;15.07.2022;03.07.2022;1700;1700
3bb4ba1d-9ba0-ed11-aad1-000d3aba3c86;4bb3ba1d-9ba0-ed11-aad1-000d3aba3c86;2;15.07.2022;13.07.2022;4500;4500
d5d58344-e314-ee11-8f6d-000d3ab78251;4bd58344-e314-ee11-8f6d-000d3ab78251;2;15.07.2022;;3200;
af61af6b-9e27-ee11-8382-cbacdae109f5;4bd58344-e314-ee11-8f6d-000d3ab78251;2;28.07.2022;28.07.2022;3200;-3200
20c8f994-c3a0-ed11-aad1-000d3aba36b2;4cc7f994-c3a0-ed11-aad1-000d3aba36b2;2;15.07.2022;16.07.2022;1835;1835
26fb1f89-839d-ed11-aad1-000d3ab88280;4cfa1f89-839d-ed11-aad1-000d3ab88280;2;15.07.2022;07.07.2022;5000;5000
fb1359ff-f8fa-ed11-8849-000d3ab7827c;4d1359ff-f8fa-ed11-8849-000d3ab7827c;2;15.07.2022;11.07.2022;7110;7110
7b8ddf06-0c23-ee11-8381-ba5c733cbf1f;4d3de700-0c23-ee11-8381-ba5c733cbf1f;1;15.07.2022;16.07.2022;5400;5400
23209d20-e4cf-ed11-b596-000d3aba3138;4dd8a41a-e4cf-ed11-b596-000d3aba3138;2;15.07.2022;15.07.2022;4800;4800
d4417b35-e4f4-ed11-8849-000d3ab7d824;4e417b35-e4f4-ed11-8849-000d3ab7d824;2;15.07.2022;14.07.2022;6675;6675
b867b277-6017-ee11-8f6d-000d3aba3c86;4e67b277-6017-ee11-8f6d-000d3aba3c86;1;02.07.2022;02.07.2022;66200;66200
9c462f1e-91b3-ed11-83ff-000d3ab78055;4eb92f18-91b3-ed11-83ff-000d3ab78055;2;15.07.2022;07.07.2022;6850;6850
cebf2b5c-ba28-ee11-8382-cbacdae109f5;4fbf2b5c-ba28-ee11-8382-cbacdae109f5;1;22.07.2022;;3000;
a9772607-bd28-ee11-8381-ba5c733cbf1f;4fbf2b5c-ba28-ee11-8382-cbacdae109f5;1;22.07.2022;22.07.2022;1000;1000
6e147ca4-29bf-ed11-83ff-000d3ab1f7e2;50137ca4-29bf-ed11-83ff-000d3ab1f7e2;2;15.07.2022;;4590;
1d9f6ad9-6a28-ee11-8382-cbacdae109f5;509e6ad9-6a28-ee11-8382-cbacdae109f5;1;22.07.2022;22.07.2022;7000;7000
4cbfd379-2ece-ed11-b597-000d3ab79002;50b5d673-2ece-ed11-b597-000d3ab79002;2;15.07.2022;12.07.2022;7250;7250
809928b2-e71b-ee11-8380-f446b5162092;50b72eac-e71b-ee11-8380-f446b5162092;1;06.07.2022;07.07.2022;19500;19500
d7aa43a2-f4ca-ed11-b597-000d3aba3c86;513f4b9c-f4ca-ed11-b597-000d3aba3c86;2;15.07.2022;;4990;
30bcfefd-d0f4-ed11-8849-000d3aba3c86;51bbfefd-d0f4-ed11-8849-000d3aba3c86;1;18.07.2022;17.05.2022;3000;3000
3ebcfefd-d0f4-ed11-8849-000d3aba3c86;51bbfefd-d0f4-ed11-8849-000d3aba3c86;2;17.07.2022;02.06.2022;53399;53399
06c60fb1-5026-ee11-8381-ba5c733cbf1f;51c50fb1-5026-ee11-8381-ba5c733cbf1f;1;20.07.2022;20.07.2022;3000;3000
93454dec-5126-ee11-8381-ba5c733cbf1f;51c50fb1-5026-ee11-8381-ba5c733cbf1f;2;24.07.2022;23.07.2022;72600;72600
ce3f076b-19e5-ed11-a7c7-000d3ab78251;52800c65-19e5-ed11-a7c7-000d3ab78251;2;15.07.2022;14.07.2022;3700;3700
c89a9e16-c719-ee11-8f6d-000d3ab790d2;529a9e16-c719-ee11-8f6d-000d3ab790d2;1;03.07.2022;04.07.2022;28000;28000
1dc9b0ef-4079-ed11-81ad-000d3ab7889f;5334ace9-4079-ed11-81ad-000d3ab7889f;2;15.07.2022;;4100;
db692186-8dd4-ed11-a7c7-000d3aba3963;53682186-8dd4-ed11-a7c7-000d3aba3963;2;15.07.2022;02.07.2022;5270;5270
03ae4758-d81b-ee11-8381-cf5704729b95;53774f52-d81b-ee11-8381-cf5704729b95;1;06.07.2022;06.07.2022;6000;6000
caa0d6c0-8313-ee11-8f6d-000d3ab9cef5;53a0d6c0-8313-ee11-8f6d-000d3ab9cef5;2;15.07.2022;15.07.2022;6240;6240
6f8a09e3-61b4-ed11-83ff-000d3ab1f7e2;53e7e4a3-5fb4-ed11-83ff-000d3ab1f7e2;2;15.07.2022;18.07.2022;5650;5650
be4aa1ef-919d-ed11-aad1-000d3ab78055;5449a1ef-919d-ed11-aad1-000d3ab78055;2;15.07.2022;15.07.2022;3300;3300
e1b6e201-d1ff-ed11-8f6e-000d3ab7996e;54b6e201-d1ff-ed11-8f6e-000d3ab7996e;2;15.07.2022;15.07.2022;9600;9600
583cee54-26f6-ed11-8849-0022489f3c43;54e7f54e-26f6-ed11-8849-0022489f3c43;2;15.07.2022;17.07.2022;11000;11000
10f68d62-7817-ee11-8f6d-000d3aba3dad;54f58d62-7817-ee11-8f6d-000d3aba3dad;2;15.07.2022;;40194;
bc2f3c6d-1d1c-ee11-8380-f446b5162092;5505eb66-1d1c-ee11-8380-f446b5162092;1;06.07.2022;06.07.2022;39500;39500
d444f3a1-afe9-ed11-8849-000d3ab6d792;5544f3a1-afe9-ed11-8849-000d3ab6d792;2;15.07.2022;21.07.2022;5625;5625
4ca00191-6b1d-ee11-8381-cf5704729b95;559f0191-6b1d-ee11-8381-cf5704729b95;1;08.07.2022;08.07.2022;19500;19500
381804d2-0810-ee11-8f6d-000d3ab1f7e2;561704d2-0810-ee11-8f6d-000d3ab1f7e2;2;15.07.2022;10.07.2022;6225;6225
37fd08fd-5725-ee11-8381-ba5c733cbf1f;56880ef7-5725-ee11-8381-ba5c733cbf1f;1;18.07.2022;18.07.2022;66200;66200
59d749d1-f26e-ed11-9561-000d3ab699fb;56cf3a0f-f16e-ed11-9561-000d3ab699fb;2;15.07.2022;18.07.2022;3440;3440
0b1ec653-4f25-ee11-8381-ba5c733cbf1f;571dc653-4f25-ee11-8381-ba5c733cbf1f;1;18.07.2022;18.07.2022;6000;6000
4e9781d0-eead-ed11-aad0-000d3ad8e94d;579681d0-eead-ed11-aad0-000d3ad8e94d;2;15.07.2022;17.07.2022;4217;4217
154ef778-ac02-ee11-8f6e-000d3addca62;57a6f972-ac02-ee11-8f6e-000d3addca62;2;15.07.2022;06.07.2022;9000;9000
e4f15368-00f7-ed11-8849-000d3aba31a6;57f15368-00f7-ed11-8849-000d3aba31a6;2;15.07.2022;16.07.2022;7500;7500
fb1c5699-2026-ee11-8381-ba5c733cbf1f;57f34daa-14dd-ed11-a7c6-0022489f3c43;2;21.07.2022;21.07.2022;16715;-16715
0809d0e1-ded2-ed11-a7c7-000d3ab7996e;5808d0e1-ded2-ed11-a7c7-000d3ab7996e;2;15.07.2022;05.07.2022;6530;6530
f02bb9cd-1ef7-ed11-8849-000d3ab7d13d;5881bec7-1ef7-ed11-8849-000d3ab7d13d;2;15.07.2022;14.07.2022;9800;9800
129c8a6b-a2ab-ed11-aad0-000d3aba33a3;589b8a6b-a2ab-ed11-aad0-000d3aba33a3;2;15.07.2022;12.07.2022;6500;6500
fbf72d68-fbd2-ed11-a7c7-000d3ab7996e;58f72d68-fbd2-ed11-a7c7-000d3ab7996e;2;15.07.2022;04.07.2022;6270;6270
ddb4bced-9e24-ee11-8382-cbacdae109f5;59b4bced-9e24-ee11-8382-cbacdae109f5;1;17.07.2022;17.07.2022;75600;75600
640e3a46-1bec-ed11-8849-000d3ab7996e;59c54140-1bec-ed11-8849-000d3ab7996e;2;15.07.2022;20.07.2022;5625;5625
7d84b3b3-4896-ed11-aad1-000d3aba33a3;5a0abbad-4896-ed11-aad1-000d3aba33a3;2;15.07.2022;09.07.2022;3000;3000
ed1b15c5-3a17-ee11-8f6d-0022489f3c43;5b1b15c5-3a17-ee11-8f6d-0022489f3c43;1;03.07.2022;;42900;
1d315f1c-bf19-ee11-8f6d-0022489f3c43;5b1b15c5-3a17-ee11-8f6d-0022489f3c43;2;15.07.2022;;6900;
b3d79d8f-fa17-ee11-8f6d-000d3ab790d2;5b1b15c5-3a17-ee11-8f6d-0022489f3c43;2;01.07.2022;01.07.2022;5666;5666
ee242247-5726-ee11-8382-cbacdae109f5;5b242247-5726-ee11-8382-cbacdae109f5;1;19.07.2022;19.07.2022;39500;39500
e4ac56a9-0f26-ee11-8381-ba5c733cbf1f;5bc35ba3-0f26-ee11-8381-ba5c733cbf1f;1;19.07.2022;19.07.2022;15300;15300
be49ba71-c50e-ee11-8f6d-000d3ab78251;5bebc16b-c50e-ee11-8f6d-000d3ab78251;2;15.07.2022;14.07.2022;3200;3200
2729586e-00f7-ed11-8849-000d3aba31a6;5bf25368-00f7-ed11-8849-000d3aba31a6;2;15.07.2022;16.07.2022;7500;7500
a49bae98-74f5-ed11-8849-000d3ab9cef5;5bf2b392-74f5-ed11-8849-000d3ab9cef5;2;15.07.2022;04.07.2022;6225;6225
5bfb8d18-7e28-ee11-8381-ba5c733cbf1f;5bfa8d18-7e28-ee11-8381-ba5c733cbf1f;1;22.07.2022;22.07.2022;71000;71000
46350db0-0bfc-ed11-8f6e-000d3ab6d792;5c51f8a9-0bfc-ed11-8f6e-000d3ab6d792;2;15.07.2022;12.07.2022;6100;6100
336eaf97-b819-ee11-8f6d-000d3addca62;5c59b291-b819-ee11-8f6d-000d3addca62;1;03.07.2022;03.07.2022;8000;8000
a8b8760b-980e-ee11-8f6d-000d3aba1673;5cbc6d05-980e-ee11-8f6d-000d3aba1673;2;15.07.2022;04.07.2022;2625;2625
a5f6dc75-64eb-ed11-8849-000d3aba31a6;5cf5dc75-64eb-ed11-8849-000d3aba31a6;2;15.07.2022;04.07.2022;7200;7200
